transaction_id,timestamp,source_account_id,dest_account_id,amount,transaction_type,channel,location_id,scenario_id
TXN62F35F29,2026-09-23T15:29:53,ACC1DCCEB3A,ACC8BDB1890,3102.32,NEFT,atm,P01,LEGIT
TXNDA03818E,2026-09-15T05:55:34,ACC037E5F7D,ACCC14431C1,234.29,RTGS,branch,B01,LEGIT
TXN5F53FE08,2026-09-21T12:39:18,ACC28AB4426,ACCAE4E8EB0,181.37,NEFT,atm,S01,LEGIT
TXNA6FA4540,2026-09-05T00:47:54,ACC75116BCB,ACC9ED4E15B,9727.87,UPI,branch,V03,LEGIT
TXNE1175077,2026-09-14T08:13:28,ACC7EF8C74A,ACC31DBFE3B,3362.67,IMPS,net_banking,B03,LEGIT
TXN11861E69,2026-09-01T09:41:45,ACC76202E51,ACC091ABF30,3590.09,RTGS,mobile,M03,LEGIT
TXN08F86385,2026-09-23T06:29:31,ACC6B144249,ACC3D66CEB0,7578.22,RTGS,branch,M03,LEGIT
TXN6679CFEB,2026-09-20T16:08:11,ACCFF473BFE,ACC48D3D4A6,632.89,IMPS,branch,M01,LEGIT
TXN9B1229FE,2026-09-01T22:40:54,ACC39752E92,ACC119506D6,1018.85,RTGS,atm,D03,LEGIT
TXNC76BC6FD,2026-09-08T14:18:35,ACC706F6DA8,ACC03F2D2CF,11594.22,UPI,mobile,V01,LEGIT
TXNAB790920,2026-09-09T02:47:05,ACCFBAED0B8,ACCB932E04B,4026.68,NEFT,atm,P01,LEGIT
TXNEA6DA72F,2026-09-14T20:42:37,ACCA2474B44,ACCAF0D167C,3466.01,UPI,branch,M06,LEGIT
TXN70D36542,2026-09-08T23:26:24,ACCD075EBBA,ACC0A62497B,572.43,RTGS,mobile,S03,LEGIT
TXN15C27DDE,2026-09-11T08:45:38,ACC3A96AB50,ACC88269CCD,1355.72,NEFT,atm,D02,LEGIT
TXNAC14888E,2026-09-25T18:11:51,ACCABB28C40,ACC422B6200,191.49,UPI,branch,H03,LEGIT
TXN0AF2DA87,2026-09-24T18:41:54,ACCC132705F,ACCDEE5E4CF,4139.44,NEFT,mobile,H01,LEGIT
TXNE47EB48D,2026-09-05T19:57:09,ACCBFA434E0,ACCE99B65AA,217.31,RTGS,net_banking,H03,LEGIT
TXN10A46CD3,2026-09-06T04:48:40,ACCF5980072,ACCD25E732D,900.74,RTGS,atm,V01,LEGIT
TXNCE5403E3,2026-09-20T17:15:56,ACC076081B4,ACCC45C8072,3607.34,NEFT,mobile,M02,LEGIT
TXNB386BA10,2026-09-23T09:54:21,ACC19AB0D53,ACC3A4141C9,4155.98,NEFT,net_banking,H03,LEGIT
TXNCA8E387B,2026-09-14T13:38:41,ACC3A4E00CF,ACC8B50C504,6001.98,RTGS,atm,D03,LEGIT
TXN236274BC,2026-09-08T00:18:00,ACC95C458D8,ACCB7CE755F,20802.24,NEFT,mobile,H03,LEGIT
TXNF5BB8548,2026-09-04T21:33:02,ACC38469EE4,ACCF1575547,682.67,RTGS,net_banking,A05,LEGIT
TXNA97E8C36,2026-09-20T03:27:13,ACCAE4DBBDB,ACCFEA00F8C,1363.5,NEFT,branch,H02,LEGIT
TXNE1C0EDCC,2026-09-19T13:59:11,ACCD5FDE55F,ACC478ADC5C,678.68,RTGS,net_banking,D01,LEGIT
TXN8606BAE6,2026-09-15T22:55:53,ACC57004E4B,ACC9A509A1B,888.07,NEFT,atm,S01,LEGIT
TXNDDBAD04F,2026-09-11T19:45:12,ACC7CF6B346,ACC897AB712,3667.37,IMPS,mobile,S02,LEGIT
TXN2B8AB67A,2026-09-03T08:23:09,ACCAB5D95E3,ACCA46EDCE4,8611.3,IMPS,net_banking,V02,LEGIT
TXND4725038,2026-09-14T05:53:28,ACC612CBD2F,ACC9839F754,294.6,UPI,mobile,D01,LEGIT
TXN0736D6BB,2026-09-09T08:07:57,ACC4B795359,ACCC5191854,4617.26,NEFT,mobile,P01,LEGIT
TXNC1F3FFD8,2026-09-17T18:55:28,ACC6DE9F344,ACCF4826981,438.34,NEFT,branch,H01,LEGIT
TXNEF77F9A1,2026-09-19T03:11:57,ACCC5F82257,ACCCB55AE22,4738.74,UPI,net_banking,V01,LEGIT
TXN27E2312E,2026-09-23T19:58:47,ACCE8FFE9D6,ACC9B003A68,3203.33,IMPS,atm,S02,LEGIT
TXN4076E1CD,2026-09-07T23:41:20,ACCE0C82A11,ACCAFF4856C,1500.87,RTGS,atm,A01,LEGIT
TXN5FF05DD5,2026-09-15T04:24:50,ACC9D8ADB5F,ACC115FBB2E,11221.53,NEFT,mobile,S02,LEGIT
TXN6F62E0FF,2026-09-18T05:17:13,ACC9B2D6718,ACCBDF38EE2,9051.01,NEFT,atm,P03,LEGIT
TXN35A37813,2026-09-09T11:35:14,ACCAFA744D7,ACCEF5503EA,2094.11,NEFT,mobile,D03,LEGIT
TXN0B872FD5,2026-09-21T02:39:24,ACC72949272,ACC85A9550D,2936.87,UPI,net_banking,V02,LEGIT
TXNBD8D0BD5,2026-09-08T02:34:32,ACCF152B382,ACC595264EC,1099.8,IMPS,mobile,V02,LEGIT
TXNA8F41875,2026-09-08T19:43:47,ACCEC5EC682,ACC7B9D7097,137.56,IMPS,branch,M07,LEGIT
TXN6F5B37AC,2026-09-02T15:39:32,ACC255976E9,ACC1F6C8829,485.85,RTGS,net_banking,V01,LEGIT
TXNB7FED7A8,2026-09-05T17:03:04,ACCFBAED0B8,ACC42E82CDD,938.26,IMPS,mobile,P04,LEGIT
TXN0F41AA72,2026-09-04T08:02:48,ACC1B27FFBF,ACC52FD3495,428.61,NEFT,net_banking,P03,LEGIT
TXN084CDEA5,2026-09-17T04:16:49,ACC091ABF30,ACC5EE70E68,935.29,IMPS,atm,B03,LEGIT
TXN2907FDBD,2026-09-19T01:40:59,ACC85F273A8,ACC3E4874AE,2103.42,UPI,atm,H01,LEGIT
TXN950AC0E5,2026-09-03T23:23:49,ACC1FC54D6F,ACC15127BBA,19630.77,IMPS,mobile,P03,LEGIT
TXNDB8EA6E7,2026-09-20T15:32:24,ACC7369A15C,ACC7C25DADA,22156.41,RTGS,branch,P04,LEGIT
TXN8FC2F085,2026-09-07T07:22:11,ACCE0A83325,ACC927C7420,2352.76,NEFT,atm,P02,LEGIT
TXN6EB24927,2026-09-23T15:56:45,ACC0D31B11A,ACC05C1FA57,2898.12,UPI,atm,V02,LEGIT
TXN0A27E9E0,2026-09-24T13:13:24,ACCC626DFBE,ACCBBFFF2D4,370.7,IMPS,mobile,M07,LEGIT
TXN7BB16105,2026-09-09T07:00:24,ACCADCA6772,ACC001D86AD,5835.93,RTGS,branch,B01,LEGIT
TXNC43A7CEA,2026-09-24T14:08:34,ACC7523D5C2,ACC99F47467,244.9,NEFT,net_banking,D02,LEGIT
TXNEDD796E0,2026-09-10T08:45:22,ACC66F97222,ACCFC160676,2288.59,NEFT,atm,A05,LEGIT
TXN1566960C,2026-09-23T16:09:33,ACCDD1EF1EA,ACC612FE325,950.17,NEFT,atm,P04,LEGIT
TXN52FEEBFF,2026-09-09T01:46:37,ACC08D76405,ACC425383DF,2774.56,RTGS,net_banking,D02,LEGIT
TXN2AE2866C,2026-09-05T21:25:32,ACCDE390CA8,ACC8B4DF234,1542.4,UPI,mobile,B03,LEGIT
TXN36023779,2026-09-09T20:06:28,ACC52FD3495,ACC72C60FFE,204.12,RTGS,net_banking,P03,LEGIT
TXN1E8155D9,2026-09-08T14:00:22,ACC73A93646,ACC2A64B347,872.16,UPI,branch,V03,LEGIT
TXNF140BA24,2026-09-14T09:05:31,ACC65EFFB3D,ACCEB3A627D,1993.91,NEFT,branch,D03,LEGIT
TXND0A87FCB,2026-09-04T16:54:12,ACC0A886AE0,ACC59525854,10899.73,NEFT,mobile,S01,LEGIT
TXN45C79CA8,2026-09-15T03:17:13,ACCC654FE1E,ACC65BAB8F6,6217.29,NEFT,net_banking,A02,LEGIT
TXN048293A1,2026-09-07T13:27:29,ACC12DF8527,ACC2DCD05E4,5138.79,IMPS,branch,P04,LEGIT
TXN5F9397E9,2026-09-25T21:48:11,ACC3C088162,ACC7A0C1DD4,1541.29,IMPS,branch,A01,LEGIT
TXN7A44C6CD,2026-09-19T16:55:43,ACCCAB5F6D2,ACCBFE217A0,3385.0,RTGS,atm,B01,LEGIT
TXN8AEAD06D,2026-09-15T07:09:10,ACC1E2D2C3A,ACCE3541CC0,3011.31,UPI,branch,H01,LEGIT
TXNC78DB4D1,2026-09-25T09:57:02,ACC24D6C7D4,ACCA884DCBF,1918.92,UPI,branch,B03,LEGIT
TXNDF6624A6,2026-09-22T02:41:18,ACCCFECC4CA,ACC32E24F0C,8764.31,IMPS,net_banking,V02,LEGIT
TXN4ABFA004,2026-09-03T06:36:53,ACC4DB20484,ACC2A46DBBA,2509.23,IMPS,net_banking,D02,LEGIT
TXN76FAB8ED,2026-09-20T22:09:29,ACC6D181B0B,ACC6AEDFED9,5012.42,IMPS,mobile,S02,LEGIT
TXN5217BA9C,2026-09-24T21:52:58,ACCB7EF558F,ACC354F5233,2548.24,NEFT,mobile,H03,LEGIT
TXN8B381E1E,2026-09-24T20:22:22,ACC0073920F,ACC4524E0B3,729.27,UPI,atm,B03,LEGIT
TXN6DAA7A73,2026-09-16T14:59:40,ACC1C12997A,ACC5D1853CA,6252.02,UPI,atm,B03,LEGIT
TXN9599C879,2026-09-21T13:46:37,ACC6BB1EFC7,ACCCB1F6A0B,6505.88,RTGS,net_banking,S02,LEGIT
TXN645E32FD,2026-09-07T16:20:56,ACC7BD0FF4E,ACC015CB0ED,1329.69,NEFT,mobile,H01,LEGIT
TXN3ED31C19,2026-09-15T07:54:47,ACCE05DD90C,ACC48CD2D5B,10505.03,RTGS,net_banking,A05,LEGIT
TXN4CB450D4,2026-09-09T06:18:55,ACC489EEEC2,ACC3492CE95,5864.02,NEFT,atm,D02,LEGIT
TXN07817057,2026-09-09T04:17:44,ACC15127BBA,ACCEB47B3FB,277.57,IMPS,branch,P03,LEGIT
TXNA2D1D3F4,2026-09-26T06:08:41,ACC2A3ED8FB,ACC3D404200,4588.75,NEFT,net_banking,P02,LEGIT
TXN3F048308,2026-09-04T03:21:06,ACC221704E8,ACCB56B9F35,6893.3,RTGS,mobile,A03,LEGIT
TXN284176C6,2026-09-19T07:10:19,ACCF716F840,ACC82E92BE2,8805.84,RTGS,branch,H02,LEGIT
TXN08C9C9F9,2026-09-17T02:08:53,ACC49985EB1,ACCD99D3526,14543.54,IMPS,atm,B04,LEGIT
TXN10731DAD,2026-09-13T01:18:00,ACC3641CC18,ACCF07B5B97,6354.3,IMPS,net_banking,H01,LEGIT
TXNA57EA04A,2026-09-08T03:56:15,ACCBE9E8902,ACCF7622379,3669.38,UPI,branch,M04,LEGIT
TXN066A5754,2026-09-18T15:09:10,ACCF47192FE,ACC48AF678D,520.89,IMPS,branch,H02,LEGIT
TXNDDBCA382,2026-09-20T16:23:57,ACC0FA6E5A4,ACC39277DA8,1050.56,RTGS,atm,B03,LEGIT
TXN1EE61DCC,2026-09-14T15:55:44,ACCDCA7EADB,ACC72949272,833.74,UPI,mobile,H01,LEGIT
TXNBA6F5AD6,2026-09-21T11:25:21,ACC0279B7D9,ACC39E7FF3E,2367.71,RTGS,mobile,P02,LEGIT
TXNF6186FB8,2026-09-17T02:45:51,ACC60C440D0,ACC78F41DAE,2272.66,NEFT,net_banking,B01,LEGIT
TXN597D5077,2026-09-26T04:51:49,ACCECBCAF95,ACC19995714,8150.99,IMPS,atm,V03,LEGIT
TXN6B40BC3C,2026-09-22T00:05:37,ACC6831ED55,ACCB460FF67,1058.77,NEFT,atm,P01,LEGIT
TXN0CD81383,2026-09-21T03:35:53,ACCAF0D167C,ACCE1C42DC2,287.13,UPI,atm,S01,LEGIT
TXNA8CEFB12,2026-09-09T17:58:38,ACC685EBCD3,ACC4105A9FA,3116.25,RTGS,mobile,V01,LEGIT
TXNEF43B913,2026-09-14T19:52:00,ACCA9321EBC,ACCAF4F913B,5570.5,UPI,net_banking,H03,LEGIT
TXN83675FB0,2026-09-22T08:46:57,ACC14EC05AC,ACCF0C38903,4393.12,IMPS,branch,B01,LEGIT
TXNB600F917,2026-09-14T13:45:37,ACC511E8575,ACCDBA46BF1,7322.31,NEFT,atm,V02,LEGIT
TXNC6EB6B86,2026-09-01T23:21:31,ACCBDB9D824,ACCE78199BC,1444.82,RTGS,mobile,H02,LEGIT
TXN0622F243,2026-09-25T05:23:17,ACC97433175,ACC42BF5955,806.12,UPI,atm,P03,LEGIT
TXNEE6C206D,2026-09-13T12:41:11,ACC2202A2BC,ACC7CF5862B,4309.54,UPI,atm,M06,LEGIT
TXNBCAC619D,2026-09-08T03:31:34,ACC4364D5E8,ACC9DD48E7C,5341.94,IMPS,mobile,M06,LEGIT
TXN1F0BF56A,2026-09-03T11:36:27,ACCB87FAC3A,ACC38ABA1F6,4146.59,UPI,atm,P02,LEGIT
TXN74642279,2026-09-17T10:57:07,ACC85561247,ACC9A9AAC15,7126.51,UPI,branch,P03,LEGIT
TXN719621A5,2026-09-06T00:16:41,ACCE721A97C,ACCDBA46BF1,1991.95,IMPS,branch,V03,LEGIT
TXN8E8A57BE,2026-09-19T01:36:17,ACC880FAD97,ACCC6A89516,3375.53,RTGS,mobile,S01,LEGIT
TXN130BCD9A,2026-09-09T01:12:35,ACC28191024,ACC9438DFA5,2417.01,UPI,net_banking,H01,LEGIT
TXN2670A4C0,2026-09-20T13:52:35,ACCEF5503EA,ACCFBEABE5D,1060.72,RTGS,mobile,H03,LEGIT
TXNA62DBBE4,2026-09-12T00:03:57,ACC881AE46C,ACC6480196A,409.13,IMPS,mobile,V01,LEGIT
TXN7A22FC18,2026-09-14T22:09:59,ACC6F8CED72,ACCC261EDB4,1578.43,IMPS,branch,H01,LEGIT
TXN9B818130,2026-09-06T02:56:37,ACC1CA7A4B4,ACC030771C8,1232.66,IMPS,net_banking,M07,LEGIT
TXNCD347232,2026-09-11T16:54:16,ACC37FBAA61,ACC39752E92,2226.11,RTGS,mobile,B01,LEGIT
TXNB41F3436,2026-09-08T14:16:29,ACC595264EC,ACCCF0378A1,474.89,NEFT,branch,P03,LEGIT
TXNE3A65056,2026-09-21T10:43:01,ACCA5EA82A5,ACC567574D0,13574.17,UPI,branch,A05,LEGIT
TXNE66ACC94,2026-09-08T08:15:06,ACCA46EDCE4,ACC25CE5AD7,1087.45,IMPS,mobile,D02,LEGIT
TXNC83E19BB,2026-09-08T16:30:55,ACC221704E8,ACCFBDEF4E0,3018.93,NEFT,branch,A02,LEGIT
TXN90D7D8CD,2026-09-22T03:08:15,ACCBFA434E0,ACC620DF380,3485.35,RTGS,branch,H02,LEGIT
TXN13F96B19,2026-09-23T22:56:50,ACC1768DE2A,ACCEC80C4D7,9062.38,RTGS,atm,H02,LEGIT
TXNB2E1F143,2026-09-16T13:47:24,ACC28A6CD66,ACCFCD8F434,8386.41,NEFT,mobile,V02,LEGIT
TXNE05568BD,2026-09-03T06:21:37,ACC67A92A6A,ACC09DDC790,15303.07,NEFT,branch,V02,LEGIT
TXN9A619B1F,2026-09-25T07:40:58,ACC8102AE41,ACCD966D482,2155.64,RTGS,atm,D01,LEGIT
TXNE3CD74A5,2026-09-09T11:19:27,ACC2A7692ED,ACC373FE3DF,12674.16,NEFT,atm,M04,LEGIT
TXNAE0E9EAD,2026-09-02T10:37:37,ACC8DE2086B,ACCA1A0A168,2573.68,UPI,branch,V01,LEGIT
TXNCE7A4316,2026-09-06T14:43:52,ACCE2A6F0BE,ACC25B15F08,508.5,UPI,mobile,M02,LEGIT
TXN324E4542,2026-09-06T04:14:18,ACC6EA595C8,ACCB2637F2E,2047.99,IMPS,mobile,A02,LEGIT
TXNC8F07A2D,2026-09-20T20:07:09,ACCC78E0886,ACC308D7BAB,5426.49,UPI,mobile,V02,LEGIT
TXN1958ED45,2026-09-08T10:57:29,ACCE99DEAEA,ACC83A0477F,3741.25,NEFT,branch,H03,LEGIT
TXNA91772B3,2026-09-26T03:48:06,ACC076081B4,ACCF610C221,8464.93,IMPS,atm,M06,LEGIT
TXNEEB5A0D5,2026-09-16T16:22:46,ACCD9473141,ACC080ABD25,2699.92,IMPS,branch,A01,LEGIT
TXNF9F76901,2026-09-12T06:28:39,ACC2E6F7D11,ACCFAE69EB3,3098.71,RTGS,atm,H01,LEGIT
TXN0654E2BB,2026-09-12T19:06:22,ACC241AA07C,ACC2C3E9E92,423.01,UPI,net_banking,H03,LEGIT
TXND38C28DA,2026-09-06T04:40:59,ACC6C752F80,ACC27B6FCD1,44830.09,RTGS,atm,V02,LEGIT
TXN4E9098B3,2026-09-22T16:36:42,ACC6EA595C8,ACCDEE5E4CF,14862.63,RTGS,net_banking,A01,LEGIT
TXNC5377847,2026-09-12T03:23:55,ACC77C28ADE,ACC1A3F0A9C,3407.01,RTGS,atm,D03,LEGIT
TXN058F73C7,2026-09-11T11:46:41,ACCEA50DA40,ACC0476A061,1711.21,UPI,atm,B01,LEGIT
TXN3D50AB3D,2026-09-08T17:32:26,ACC4F124ED5,ACC515703F9,8470.64,RTGS,mobile,A02,LEGIT
TXNE5AE485C,2026-09-17T01:50:10,ACC8BDB1890,ACCF47192FE,3402.87,IMPS,mobile,M06,LEGIT
TXN0D7BF162,2026-09-23T04:40:38,ACC8C73FA94,ACCAD3B79B9,4036.67,IMPS,mobile,H03,LEGIT
TXN8AF93D9D,2026-09-16T00:29:59,ACCBE11F70C,ACCD6FA7682,387.71,RTGS,branch,P03,LEGIT
TXNBB463FD0,2026-09-12T14:11:09,ACC1E925E59,ACCF88F2905,3703.67,IMPS,atm,H02,LEGIT
TXN62C96AAB,2026-09-07T20:57:05,ACC9F96EA48,ACCFADA496A,952.06,RTGS,branch,V03,LEGIT
TXN7BB917D0,2026-09-07T02:40:27,ACC7A0C1DD4,ACCE483B1FA,2955.82,IMPS,atm,V02,LEGIT
TXNA70F6D74,2026-09-08T11:37:09,ACC029C89A7,ACC613D49A5,25687.32,IMPS,net_banking,V03,LEGIT
TXN37648B9F,2026-09-11T10:46:37,ACC804353CB,ACCA87ECB87,1812.07,UPI,net_banking,S03,LEGIT
TXN56303868,2026-09-16T02:32:05,ACC9D50F07B,ACC2E25CA3B,436.69,NEFT,net_banking,B02,LEGIT
TXN8451AEC5,2026-09-18T04:14:13,ACCC2F37288,ACC7D3D0A6F,5027.55,RTGS,net_banking,V03,LEGIT
TXNBB9C0778,2026-09-15T11:46:54,ACC2DBE12C0,ACC310602F3,2733.03,IMPS,atm,A04,LEGIT
TXN7E6E1DFF,2026-09-18T15:37:41,ACCB0B69FCB,ACCECE0BA69,6089.67,RTGS,mobile,H03,LEGIT
TXNCDA1743D,2026-09-06T21:52:24,ACCCBAD0F66,ACCFCD8F434,2689.81,UPI,branch,H02,LEGIT
TXN959A1357,2026-09-05T21:34:06,ACCA59F8A5E,ACC5891E94D,723.84,UPI,atm,P04,LEGIT
TXN5F5062C2,2026-09-14T14:36:03,ACCBE869EA7,ACC250744A8,279.96,IMPS,branch,V03,LEGIT
TXNB1E8518E,2026-09-11T04:58:23,ACC0DA0EC1B,ACCC1D9F1D3,323.52,IMPS,branch,S03,LEGIT
TXN534F00A2,2026-09-07T10:04:20,ACCC3303897,ACCAE4E8EB0,5204.69,IMPS,atm,V03,LEGIT
TXN6AD36C9B,2026-09-19T23:56:27,ACCAE62B84F,ACC399A1402,9966.65,UPI,net_banking,A02,LEGIT
TXN75D8CD69,2026-09-19T15:52:55,ACC299C222D,ACC17F64DA0,2665.9,IMPS,branch,M04,LEGIT
TXN270D260A,2026-09-02T21:21:58,ACCEBC17D8F,ACC9CB0B2EF,264.2,NEFT,net_banking,D02,LEGIT
TXN23843EB0,2026-09-11T11:13:09,ACC4FDACEE6,ACC0DA0EC1B,3602.76,IMPS,branch,S03,LEGIT
TXNB8633342,2026-09-02T02:48:38,ACCBC3F472A,ACC79A52AC0,14374.6,IMPS,branch,P01,LEGIT
TXNCA1B03DE,2026-09-14T17:39:15,ACC5AD91CD5,ACCB73ED5F0,1124.09,UPI,atm,V02,LEGIT
TXN7808ED25,2026-09-18T08:19:03,ACC85B6E910,ACC0A1615FA,4043.29,IMPS,atm,H01,LEGIT
TXN871DD08C,2026-09-16T05:52:43,ACC38528E01,ACC73A7D410,13155.22,IMPS,mobile,H01,LEGIT
TXN7A5C72B0,2026-09-07T13:24:40,ACC3C60E7EA,ACC6FFDD932,1865.02,NEFT,mobile,H02,LEGIT
TXN95873EC1,2026-09-19T20:21:14,ACC84D40CEC,ACC4364D5E8,7356.81,RTGS,atm,H03,LEGIT
TXN16DB6165,2026-09-22T15:05:22,ACC604FB8FC,ACC443A3EEC,1259.45,RTGS,mobile,V02,LEGIT
TXND0E772EA,2026-09-10T00:26:03,ACCBFE217A0,ACCD9473141,7757.56,RTGS,mobile,A03,LEGIT
TXN8AF313AF,2026-09-15T08:10:59,ACC6B144249,ACCDD6870BA,6606.83,RTGS,branch,M06,LEGIT
TXN859CCF27,2026-09-12T15:57:36,ACC67E12C6C,ACC25A9224B,2739.18,RTGS,atm,D01,LEGIT
TXN5145FB8E,2026-09-19T11:29:54,ACCF85577E0,ACC16F53DB0,14249.74,IMPS,atm,H03,LEGIT
TXNF090AF39,2026-09-06T21:21:06,ACC3143143C,ACC9839F754,1132.44,IMPS,branch,D03,LEGIT
TXN7DA52DAD,2026-09-01T17:24:38,ACCBA81932F,ACC39885E20,1992.82,UPI,atm,V02,LEGIT
TXNA82E054D,2026-09-21T23:04:28,ACC6C3F6CFC,ACC87F4957B,2103.25,NEFT,mobile,M01,LEGIT
TXN7FECF1B3,2026-09-04T05:38:32,ACCC3D90D69,ACCEFE3A44A,10492.49,IMPS,net_banking,D01,LEGIT
TXNBCFE0AC1,2026-09-05T19:18:12,ACC5E8FC7E4,ACC01C6D475,1539.68,RTGS,net_banking,H01,LEGIT
TXNE51CE27E,2026-09-06T09:02:04,ACCAA779336,ACC67E12C6C,3250.46,IMPS,mobile,S01,LEGIT
TXN5A9EA1BB,2026-09-21T00:18:45,ACC6C6FCD10,ACC8BC19C0F,345.86,RTGS,branch,S03,LEGIT
TXNFCB31D3B,2026-09-03T21:36:30,ACC73AC727B,ACCED7C7DD4,1574.02,UPI,net_banking,B04,LEGIT
TXN7FB14AB7,2026-09-13T04:44:10,ACC726DE4F6,ACCDC8A0CC9,20534.2,UPI,atm,M07,LEGIT
TXND0D44D9A,2026-09-01T22:15:27,ACC7F693C10,ACCC7DF4034,228.13,UPI,mobile,M04,LEGIT
TXN0E8031BC,2026-09-17T14:27:47,ACC5FB6B8A7,ACC27153A30,2412.94,UPI,atm,V03,LEGIT
TXN012554C3,2026-09-05T23:21:16,ACCA2474B44,ACCD8EA0034,1046.48,RTGS,net_banking,M01,LEGIT
TXN6CF79E50,2026-09-16T15:02:41,ACC0A1615FA,ACC55DF1F0F,2453.4,RTGS,atm,B01,LEGIT
TXND5800130,2026-09-20T20:07:31,ACC3D4B0095,ACC6B2865C1,3426.63,NEFT,net_banking,A04,LEGIT
TXN40807DF0,2026-09-07T23:11:08,ACC2CC538CB,ACC6D1A7D1D,3120.09,UPI,mobile,P03,LEGIT
TXN705D7E0F,2026-09-10T06:35:45,ACCD74EAEE3,ACCFE10078F,18771.38,NEFT,mobile,M06,LEGIT
TXN3DA77452,2026-09-16T05:23:11,ACC1D805C1A,ACC231781D9,1093.0,NEFT,mobile,V01,LEGIT
TXND6F81C79,2026-09-19T17:22:18,ACC802E8D84,ACC5286DB5D,4715.08,NEFT,net_banking,V01,LEGIT
TXN7AD658CE,2026-09-21T07:41:20,ACC97EFA7AF,ACC2548A690,4034.78,RTGS,net_banking,P03,LEGIT
TXN3D96EE5C,2026-09-15T19:08:08,ACCC5191854,ACCC86C7D3E,1014.35,IMPS,mobile,P04,LEGIT
TXN3AACA910,2026-09-10T17:14:30,ACC64AB7F38,ACC20C12A18,4032.49,NEFT,mobile,V02,LEGIT
TXN2BF93AB0,2026-09-22T13:27:04,ACCDFA20BD3,ACC8A4A5577,3891.97,IMPS,branch,M07,LEGIT
TXN24F12D65,2026-09-18T20:02:23,ACC141F6C60,ACC479B1C3B,8081.28,IMPS,net_banking,S01,LEGIT
TXNF77E5383,2026-09-17T11:24:31,ACC70F984A4,ACC3D3785C2,15757.9,UPI,atm,H03,LEGIT
TXNAA8A9B9A,2026-09-26T03:14:17,ACC56CB874A,ACC0667BC8C,2088.49,IMPS,branch,D01,LEGIT
TXN6ACD410A,2026-09-19T06:28:05,ACC7D3D0A6F,ACCD29018B8,326.45,NEFT,branch,V01,LEGIT
TXN513DD939,2026-09-22T18:25:17,ACC2CC538CB,ACCAD9EC192,4840.35,IMPS,branch,P03,LEGIT
TXNB13638C2,2026-09-21T03:01:50,ACC4EAA225F,ACC013FEBF6,5009.72,RTGS,net_banking,H01,LEGIT
TXNFBB9818B,2026-09-08T15:37:06,ACC8C7FC226,ACC5CFD22B2,7030.77,UPI,atm,B03,LEGIT
TXN9E341D52,2026-09-21T15:24:37,ACCCC7F9BF4,ACCC46736DF,809.73,NEFT,atm,V01,LEGIT
TXNFBB7BB83,2026-09-17T06:45:27,ACC1DAC2216,ACC73A93646,10617.55,NEFT,mobile,B04,LEGIT
TXNAF998968,2026-09-12T19:23:03,ACC9DAF5600,ACC2D31C6D5,560.05,IMPS,mobile,P01,LEGIT
TXNB3827E2B,2026-09-10T21:12:43,ACCAC962538,ACCFC160676,724.34,UPI,mobile,D04,LEGIT
TXN8EA094CB,2026-09-07T16:23:29,ACCF7FD27BF,ACCD1EA2733,2958.59,UPI,branch,P04,LEGIT
TXNE05A7B1A,2026-09-05T23:10:15,ACC73877CCA,ACCBADC5263,36207.21,IMPS,branch,H02,LEGIT
TXN58D92CE5,2026-09-14T16:30:46,ACCC59E1A51,ACCBC3F472A,11268.97,NEFT,mobile,H03,LEGIT
TXNC1C16400,2026-09-10T20:53:30,ACC015CB0ED,ACCDED2F765,15348.96,RTGS,branch,H03,LEGIT
TXND2CA71E0,2026-09-08T07:56:48,ACCB7054A24,ACCC14431C1,1801.25,IMPS,atm,D02,LEGIT
TXN1A13BF76,2026-09-10T14:49:41,ACCFCA7949C,ACCF1575547,284.45,IMPS,net_banking,B01,LEGIT
TXNEA53108D,2026-09-15T22:11:43,ACCA9953678,ACC5541B25C,7370.74,NEFT,branch,S01,LEGIT
TXN7C6E8464,2026-09-05T05:07:04,ACCAF0D167C,ACC7369A15C,122.99,UPI,net_banking,S03,LEGIT
TXNF23DD303,2026-09-15T12:21:28,ACC750E33EF,ACC6079FD2C,5860.51,IMPS,mobile,V03,LEGIT
TXNB0D3ED5C,2026-09-21T07:39:29,ACCA88EFCF7,ACCA60D880F,2198.14,NEFT,net_banking,A05,LEGIT
TXNE2CA58EB,2026-09-20T05:57:04,ACCF0081766,ACCE8950071,3688.72,NEFT,atm,M01,LEGIT
TXNBB464205,2026-09-13T07:39:27,ACCA3EC7BDC,ACCE6E7F685,3517.13,RTGS,mobile,S03,LEGIT
TXNC9EA11FD,2026-09-14T13:06:26,ACC6558E02C,ACCD36B8CEE,978.26,NEFT,branch,A03,LEGIT
TXNE98E64BE,2026-09-11T06:58:49,ACC74A431C8,ACC109F345E,2162.7,RTGS,mobile,M06,LEGIT
TXN0BFEDCEE,2026-09-14T05:05:58,ACC6F5C9EFA,ACC8AE5123D,13022.46,UPI,mobile,P01,LEGIT
TXNE16FB4B3,2026-09-04T22:06:55,ACCE929D6C0,ACCB0A79D1A,2931.43,UPI,mobile,A03,LEGIT
TXNC2B1842E,2026-09-05T08:44:46,ACCF47192FE,ACC7B9D7097,10773.18,UPI,atm,H01,LEGIT
TXN133E75D4,2026-09-21T14:06:25,ACCCB8D2910,ACC9438DFA5,395.77,UPI,branch,V02,LEGIT
