account_id,bank_id,account_type,account_age_days,city,state,location_id,risk_label,mule_risk_score,created_at
ACCDA064EA8,BOB,current,538,Mumbai,Maharashtra,M03,clean,0.0,2025-03-12T08:00:00
ACC515703F9,Kotak,savings,1200,Pune,Maharashtra,P01,clean,0.0,2023-05-20T08:00:00
ACCDC298211,Union,savings,487,Ahmedabad,Gujarat,A02,clean,0.0,2025-05-02T08:00:00
ACC93258C97,Canara,current,1826,Bengaluru,Karnataka,B01,clean,0.0,2021-09-01T08:00:00
ACC8EEFB2EC,Union,prepaid,206,Pune,Maharashtra,P03,clean,0.0,2026-02-07T08:00:00
ACC1D6AAD1D,PNB,current,440,Ahmedabad,Gujarat,A03,clean,0.0,2025-06-18T08:00:00
ACCB75AF704,Yes Bank,prepaid,784,Mumbai,Maharashtra,M04,clean,0.0,2024-07-09T08:00:00
ACC0476A061,Union,savings,1874,Mumbai,Maharashtra,M06,clean,0.0,2021-07-15T08:00:00
ACCC6914778,BOB,savings,1939,Vadodara,Gujarat,V01,clean,0.0,2021-05-11T08:00:00
ACC01C6D475,SBI,current,739,Mumbai,Maharashtra,M05,clean,0.0,2024-08-23T08:00:00
ACCB023701E,PNB,savings,1768,Ahmedabad,Gujarat,A04,clean,0.0,2021-10-29T08:00:00
ACCD99533BF,BOB,prepaid,517,Mumbai,Maharashtra,M05,clean,0.0,2025-04-02T08:00:00
ACC8B50C504,PNB,savings,1487,Ahmedabad,Gujarat,A02,clean,0.0,2022-08-06T08:00:00
ACC0C1A7C2F,Union,prepaid,1867,Ahmedabad,Gujarat,A02,clean,0.0,2021-07-22T08:00:00
ACC7327E9FF,HDFC,savings,1561,Delhi,Delhi,D04,clean,0.0,2022-05-24T08:00:00
ACC03D75773,BOB,savings,1709,Vadodara,Gujarat,V03,clean,0.0,2021-12-27T08:00:00
ACC53D9B972,ICICI,savings,1386,Ahmedabad,Gujarat,A04,clean,0.0,2022-11-15T08:00:00
ACC1B27FFBF,Kotak,prepaid,1772,Pune,Maharashtra,P03,clean,0.0,2021-10-25T08:00:00
ACC14FD64B3,PNB,savings,957,Delhi,Delhi,D03,clean,0.0,2024-01-18T08:00:00
ACC14226817,Yes Bank,savings,308,Surat,Gujarat,S01,clean,0.0,2025-10-28T08:00:00
ACC013FEBF6,Canara,prepaid,366,Vadodara,Gujarat,V01,clean,0.0,2025-08-31T08:00:00
ACCA0E4E2C9,Union,current,277,Delhi,Delhi,D04,clean,0.0,2025-11-28T08:00:00
ACCC6867AAC,Canara,current,661,Mumbai,Maharashtra,M04,clean,0.0,2024-11-09T08:00:00
ACCA0AF7442,PNB,savings,352,Surat,Gujarat,S01,clean,0.0,2025-09-14T08:00:00
ACCD74EAEE3,Kotak,savings,1784,Mumbai,Maharashtra,M07,clean,0.0,2021-10-13T08:00:00
ACC671EC8FD,Kotak,prepaid,538,Surat,Gujarat,S03,clean,0.0,2025-03-12T08:00:00
ACC2421B8E6,ICICI,savings,562,Ahmedabad,Gujarat,A03,clean,0.0,2025-02-16T08:00:00
ACC4B35601A,Union,savings,1168,Bengaluru,Karnataka,B04,clean,0.0,2023-06-21T08:00:00
ACCAFF4856C,ICICI,savings,238,Surat,Gujarat,S02,clean,0.0,2026-01-06T08:00:00
ACCF4DEDF0D,Axis,savings,1730,Ahmedabad,Gujarat,A01,clean,0.0,2021-12-06T08:00:00
ACCA64472E9,Kotak,savings,850,Mumbai,Maharashtra,M07,clean,0.0,2024-05-04T08:00:00
ACCB994A5CF,HDFC,savings,74,Pune,Maharashtra,P01,clean,0.0,2026-06-19T08:00:00
ACCDBD5FB2A,Kotak,savings,218,Hyderabad,Telangana,H01,clean,0.0,2026-01-26T08:00:00
ACC3E178083,ICICI,prepaid,133,Ahmedabad,Gujarat,A04,clean,0.0,2026-04-21T08:00:00
ACC551A7BB2,BOB,prepaid,90,Bengaluru,Karnataka,B04,clean,0.0,2026-06-03T08:00:00
ACC5CF41F28,ICICI,current,469,Vadodara,Gujarat,V02,clean,0.0,2025-05-20T08:00:00
ACC5B11FDB1,ICICI,savings,1839,Pune,Maharashtra,P04,clean,0.0,2021-08-19T08:00:00
ACC85222158,Canara,prepaid,634,Mumbai,Maharashtra,M06,clean,0.0,2024-12-06T08:00:00
ACC26DF1D70,PNB,prepaid,209,Hyderabad,Telangana,H01,clean,0.0,2026-02-04T08:00:00
ACC7ED24230,Union,savings,438,Vadodara,Gujarat,V02,clean,0.0,2025-06-20T08:00:00
ACC0FF38C1B,Kotak,prepaid,1631,Ahmedabad,Gujarat,A04,clean,0.0,2022-03-15T08:00:00
ACC2E6F7D11,Yes Bank,current,1899,Hyderabad,Telangana,H02,clean,0.0,2021-06-20T08:00:00
ACCB3216045,SBI,current,398,Bengaluru,Karnataka,B03,clean,0.0,2025-07-30T08:00:00
ACCF0081766,PNB,savings,1864,Mumbai,Maharashtra,M01,clean,0.0,2021-07-25T08:00:00
ACCFDB9DACD,Yes Bank,savings,762,Hyderabad,Telangana,H03,clean,0.0,2024-07-31T08:00:00
ACCD477624A,Axis,current,537,Vadodara,Gujarat,V01,clean,0.0,2025-03-13T08:00:00
ACC7127B693,BOB,current,1209,Ahmedabad,Gujarat,A02,clean,0.0,2023-05-11T08:00:00
ACCAB5D95E3,Yes Bank,current,514,Vadodara,Gujarat,V01,clean,0.0,2025-04-05T08:00:00
ACC65EFFB3D,Kotak,savings,1470,Delhi,Delhi,D01,clean,0.0,2022-08-23T08:00:00
ACCB26E420F,Canara,current,1689,Mumbai,Maharashtra,M07,clean,0.0,2022-01-16T08:00:00
ACC171AC4AB,HDFC,savings,107,Vadodara,Gujarat,V02,clean,0.0,2026-05-17T08:00:00
ACC11AFA883,SBI,prepaid,478,Mumbai,Maharashtra,M05,clean,0.0,2025-05-11T08:00:00
ACC535C3CBC,Yes Bank,savings,1909,Ahmedabad,Gujarat,A03,clean,0.0,2021-06-10T08:00:00
ACC92C0525E,ICICI,current,1498,Vadodara,Gujarat,V02,clean,0.0,2022-07-26T08:00:00
ACC8BB71DC6,Yes Bank,savings,332,Ahmedabad,Gujarat,A01,clean,0.0,2025-10-04T08:00:00
ACC9F967753,Kotak,savings,1792,Surat,Gujarat,S03,clean,0.0,2021-10-05T08:00:00
ACC95528E0B,HDFC,current,1230,Delhi,Delhi,D04,clean,0.0,2023-04-20T08:00:00
ACCCDF8D2EA,ICICI,prepaid,309,Pune,Maharashtra,P03,clean,0.0,2025-10-27T08:00:00
ACC41D7B2C7,ICICI,current,679,Hyderabad,Telangana,H03,clean,0.0,2024-10-22T08:00:00
ACC5891E94D,ICICI,prepaid,1236,Mumbai,Maharashtra,M06,clean,0.0,2023-04-14T08:00:00
ACCE212D1A1,ICICI,savings,290,Pune,Maharashtra,P03,clean,0.0,2025-11-15T08:00:00
ACC8CEC3FD6,Yes Bank,current,402,Bengaluru,Karnataka,B01,clean,0.0,2025-07-26T08:00:00
ACCAF2EE951,HDFC,prepaid,1188,Mumbai,Maharashtra,M06,clean,0.0,2023-06-01T08:00:00
ACCC45C8072,HDFC,savings,1556,Vadodara,Gujarat,V02,clean,0.0,2022-05-29T08:00:00
ACC902DA017,HDFC,current,373,Delhi,Delhi,D03,clean,0.0,2025-08-24T08:00:00
ACC3804DED5,Axis,savings,573,Hyderabad,Telangana,H01,clean,0.0,2025-02-05T08:00:00
ACCAF0C33B1,HDFC,savings,555,Surat,Gujarat,S02,clean,0.0,2025-02-23T08:00:00
ACC51B4EE90,BOB,savings,927,Ahmedabad,Gujarat,A04,clean,0.0,2024-02-17T08:00:00
ACC284B9680,BOB,current,1835,Bengaluru,Karnataka,B04,clean,0.0,2021-08-23T08:00:00
ACC031335F2,Canara,savings,1727,Bengaluru,Karnataka,B01,clean,0.0,2021-12-09T08:00:00
ACC7AA6A573,SBI,current,180,Vadodara,Gujarat,V02,clean,0.0,2026-03-05T08:00:00
ACC02772279,HDFC,savings,564,Ahmedabad,Gujarat,A03,clean,0.0,2025-02-14T08:00:00
ACCA8F039C7,BOB,savings,1848,Delhi,Delhi,D02,clean,0.0,2021-08-10T08:00:00
ACCD24166F6,HDFC,current,1958,Surat,Gujarat,S03,clean,0.0,2021-04-22T08:00:00
ACC4D37CF87,BOB,savings,93,Hyderabad,Telangana,H03,clean,0.0,2026-05-31T08:00:00
ACCFCA7949C,HDFC,current,139,Bengaluru,Karnataka,B02,clean,0.0,2026-04-15T08:00:00
ACC5EC9D436,Union,current,868,Mumbai,Maharashtra,M02,clean,0.0,2024-04-16T08:00:00
ACCCE40CC65,HDFC,savings,516,Pune,Maharashtra,P03,clean,0.0,2025-04-03T08:00:00
ACC39EAC8BD,SBI,current,344,Bengaluru,Karnataka,B04,clean,0.0,2025-09-22T08:00:00
ACCE45928F8,PNB,prepaid,209,Ahmedabad,Gujarat,A04,clean,0.0,2026-02-04T08:00:00
ACC71064EBA,Axis,savings,82,Mumbai,Maharashtra,M01,clean,0.0,2026-06-11T08:00:00
ACC177EBE84,HDFC,current,999,Pune,Maharashtra,P01,clean,0.0,2023-12-07T08:00:00
ACC99AB1F03,PNB,savings,1031,Bengaluru,Karnataka,B04,clean,0.0,2023-11-05T08:00:00
ACCF0F88561,BOB,current,789,Bengaluru,Karnataka,B02,clean,0.0,2024-07-04T08:00:00
ACC09B30E98,PNB,prepaid,121,Vadodara,Gujarat,V02,clean,0.0,2026-05-03T08:00:00
ACCE5AC0524,PNB,savings,493,Hyderabad,Telangana,H02,clean,0.0,2025-04-26T08:00:00
ACC6FEB2326,HDFC,savings,1396,Vadodara,Gujarat,V03,clean,0.0,2022-11-05T08:00:00
ACCDC0486C2,Yes Bank,savings,1579,Delhi,Delhi,D04,clean,0.0,2022-05-06T08:00:00
ACCB48BEE49,Union,prepaid,1706,Ahmedabad,Gujarat,A04,clean,0.0,2021-12-30T08:00:00
ACCDBEF38F6,Axis,prepaid,1835,Hyderabad,Telangana,H03,clean,0.0,2021-08-23T08:00:00
ACCE4E2FF44,SBI,savings,838,Pune,Maharashtra,P01,clean,0.0,2024-05-16T08:00:00
ACC5308F1F8,ICICI,savings,384,Surat,Gujarat,S02,clean,0.0,2025-08-13T08:00:00
ACCF303A8E3,BOB,savings,117,Mumbai,Maharashtra,M02,clean,0.0,2026-05-07T08:00:00
ACC2732FADC,ICICI,current,1714,Bengaluru,Karnataka,B02,clean,0.0,2021-12-22T08:00:00
ACCED06ACB2,BOB,prepaid,208,Delhi,Delhi,D01,clean,0.0,2026-02-05T08:00:00
ACCAC962538,Canara,savings,1094,Delhi,Delhi,D03,clean,0.0,2023-09-03T08:00:00
ACC9E0190A8,ICICI,savings,878,Bengaluru,Karnataka,B01,clean,0.0,2024-04-06T08:00:00
ACC560ECA4E,HDFC,current,1182,Surat,Gujarat,S01,clean,0.0,2023-06-07T08:00:00
ACCD0BB15A5,BOB,prepaid,570,Delhi,Delhi,D04,clean,0.0,2025-02-08T08:00:00
ACC70F984A4,PNB,prepaid,382,Hyderabad,Telangana,H01,clean,0.0,2025-08-15T08:00:00
ACC838DD73D,BOB,savings,1276,Vadodara,Gujarat,V03,clean,0.0,2023-03-05T08:00:00
ACC60C440D0,Axis,savings,1444,Bengaluru,Karnataka,B03,clean,0.0,2022-09-18T08:00:00
ACCCB221E51,Kotak,savings,1867,Hyderabad,Telangana,H02,clean,0.0,2021-07-22T08:00:00
ACC92011D64,PNB,prepaid,666,Delhi,Delhi,D03,clean,0.0,2024-11-04T08:00:00
ACC513E98D3,PNB,prepaid,305,Surat,Gujarat,S01,clean,0.0,2025-10-31T08:00:00
ACC08B18868,BOB,savings,1522,Delhi,Delhi,D03,clean,0.0,2022-07-02T08:00:00
ACC69F1D44C,BOB,prepaid,462,Mumbai,Maharashtra,M04,clean,0.0,2025-05-27T08:00:00
ACC55256C23,ICICI,savings,1085,Delhi,Delhi,D01,clean,0.0,2023-09-12T08:00:00
ACC096B72DB,Union,savings,307,Pune,Maharashtra,P04,clean,0.0,2025-10-29T08:00:00
ACC33E34666,Axis,savings,1822,Vadodara,Gujarat,V01,clean,0.0,2021-09-05T08:00:00
ACC567574D0,SBI,current,964,Mumbai,Maharashtra,M01,clean,0.0,2024-01-11T08:00:00
ACCC9801AB8,Canara,prepaid,784,Mumbai,Maharashtra,M03,clean,0.0,2024-07-09T08:00:00
ACC3ADC8287,Axis,current,92,Surat,Gujarat,S03,clean,0.0,2026-06-01T08:00:00
ACCEA727E91,ICICI,prepaid,943,Hyderabad,Telangana,H03,clean,0.0,2024-02-01T08:00:00
ACCB9F85975,PNB,savings,364,Delhi,Delhi,D03,clean,0.0,2025-09-02T08:00:00
ACCA507B7DB,SBI,savings,821,Pune,Maharashtra,P01,clean,0.0,2024-06-02T08:00:00
ACC3752817E,Axis,savings,483,Mumbai,Maharashtra,M07,clean,0.0,2025-05-06T08:00:00
ACCF4826981,SBI,savings,1081,Pune,Maharashtra,P04,clean,0.0,2023-09-16T08:00:00
ACCCD9909F1,ICICI,savings,1355,Hyderabad,Telangana,H01,clean,0.0,2022-12-16T08:00:00
ACC48D3D4A6,PNB,current,1275,Mumbai,Maharashtra,M03,clean,0.0,2023-03-06T08:00:00
ACC99024B13,Kotak,prepaid,1774,Bengaluru,Karnataka,B04,clean,0.0,2021-10-23T08:00:00
ACC5717BBC7,PNB,prepaid,985,Pune,Maharashtra,P02,clean,0.0,2023-12-21T08:00:00
ACC62ACC86F,Kotak,current,1077,Surat,Gujarat,S01,clean,0.0,2023-09-20T08:00:00
ACC4473935F,HDFC,current,1016,Pune,Maharashtra,P01,clean,0.0,2023-11-20T08:00:00
ACC42B10C6E,PNB,current,1794,Pune,Maharashtra,P03,clean,0.0,2021-10-03T08:00:00
ACC8C07308D,Union,savings,337,Pune,Maharashtra,P02,clean,0.0,2025-09-29T08:00:00
ACCE87233DB,Kotak,savings,857,Ahmedabad,Gujarat,A05,clean,0.0,2024-04-27T08:00:00
ACCB30939B2,PNB,prepaid,635,Ahmedabad,Gujarat,A04,clean,0.0,2024-12-05T08:00:00
ACC66E41FD9,SBI,savings,1538,Bengaluru,Karnataka,B04,clean,0.0,2022-06-16T08:00:00
ACCCB55AE22,Union,prepaid,1435,Delhi,Delhi,D02,clean,0.0,2022-09-27T08:00:00
ACC4DB20484,ICICI,savings,1761,Delhi,Delhi,D03,clean,0.0,2021-11-05T08:00:00
ACC9616E0A4,ICICI,current,994,Pune,Maharashtra,P01,clean,0.0,2023-12-12T08:00:00
ACC1D805C1A,Kotak,savings,1872,Vadodara,Gujarat,V03,clean,0.0,2021-07-17T08:00:00
ACC77591534,PNB,prepaid,487,Mumbai,Maharashtra,M03,clean,0.0,2025-05-02T08:00:00
ACC87A65A9A,Yes Bank,current,563,Delhi,Delhi,D03,clean,0.0,2025-02-15T08:00:00
ACCF23DD389,SBI,savings,993,Hyderabad,Telangana,H01,clean,0.0,2023-12-13T08:00:00
ACC6F50C722,HDFC,prepaid,1054,Hyderabad,Telangana,H01,clean,0.0,2023-10-13T08:00:00
ACC7977189F,ICICI,savings,140,Pune,Maharashtra,P04,clean,0.0,2026-04-14T08:00:00
ACCF5FC0EBF,Yes Bank,prepaid,868,Mumbai,Maharashtra,M03,clean,0.0,2024-04-16T08:00:00
ACCB16B1BB4,ICICI,savings,1796,Vadodara,Gujarat,V02,clean,0.0,2021-10-01T08:00:00
ACC98B3A7D1,ICICI,current,1322,Hyderabad,Telangana,H02,clean,0.0,2023-01-18T08:00:00
ACC4A14C4DB,PNB,savings,955,Ahmedabad,Gujarat,A01,clean,0.0,2024-01-20T08:00:00
ACC17F64DA0,ICICI,prepaid,1595,Vadodara,Gujarat,V03,clean,0.0,2022-04-20T08:00:00
ACC231781D9,BOB,prepaid,1288,Surat,Gujarat,S01,clean,0.0,2023-02-21T08:00:00
ACC16F53DB0,BOB,savings,1007,Bengaluru,Karnataka,B04,clean,0.0,2023-11-29T08:00:00
ACCE89AC44E,Kotak,savings,438,Ahmedabad,Gujarat,A05,clean,0.0,2025-06-20T08:00:00
ACC66A09964,SBI,savings,66,Delhi,Delhi,D02,clean,0.0,2026-06-27T08:00:00
ACCFDD686D1,Kotak,current,1826,Mumbai,Maharashtra,M06,clean,0.0,2021-09-01T08:00:00
ACC7F003D75,Union,current,815,Vadodara,Gujarat,V01,clean,0.0,2024-06-08T08:00:00
ACCF823B753,SBI,current,1717,Vadodara,Gujarat,V01,clean,0.0,2021-12-19T08:00:00
ACCC330D071,Union,current,1520,Pune,Maharashtra,P04,clean,0.0,2022-07-04T08:00:00
ACC3D898077,Canara,current,731,Bengaluru,Karnataka,B02,clean,0.0,2024-08-31T08:00:00
ACC0E66A039,BOB,savings,1971,Mumbai,Maharashtra,M02,clean,0.0,2021-04-09T08:00:00
ACC6AB960EE,ICICI,savings,1519,Mumbai,Maharashtra,M02,clean,0.0,2022-07-05T08:00:00
ACCE9ADAA68,ICICI,savings,1063,Ahmedabad,Gujarat,A05,clean,0.0,2023-10-04T08:00:00
ACC5A4683EE,PNB,savings,798,Delhi,Delhi,D01,clean,0.0,2024-06-25T08:00:00
ACCBA4A8A45,SBI,savings,1368,Ahmedabad,Gujarat,A01,clean,0.0,2022-12-03T08:00:00
ACCDCE2A782,BOB,savings,939,Surat,Gujarat,S02,clean,0.0,2024-02-05T08:00:00
ACC73FAD409,ICICI,savings,1467,Pune,Maharashtra,P04,clean,0.0,2022-08-26T08:00:00
ACC7BE0578D,HDFC,current,891,Ahmedabad,Gujarat,A03,clean,0.0,2024-03-24T08:00:00
ACCDE4F6085,HDFC,savings,1731,Vadodara,Gujarat,V02,clean,0.0,2021-12-05T08:00:00
ACC0279B7D9,HDFC,prepaid,1637,Pune,Maharashtra,P01,clean,0.0,2022-03-09T08:00:00
ACCC5B47B91,PNB,savings,439,Mumbai,Maharashtra,M05,clean,0.0,2025-06-19T08:00:00
ACC6EF31FE6,ICICI,savings,634,Delhi,Delhi,D04,clean,0.0,2024-12-06T08:00:00
ACCF716F840,Canara,current,1439,Hyderabad,Telangana,H01,clean,0.0,2022-09-23T08:00:00
ACC43FBD05C,HDFC,savings,56,Mumbai,Maharashtra,M01,clean,0.0,2026-07-07T08:00:00
ACCB0B69FCB,HDFC,savings,1974,Hyderabad,Telangana,H01,clean,0.0,2021-04-06T08:00:00
ACC0B679E30,Axis,prepaid,1349,Surat,Gujarat,S02,clean,0.0,2022-12-22T08:00:00
ACCB1CE0FD3,SBI,savings,980,Pune,Maharashtra,P03,clean,0.0,2023-12-26T08:00:00
ACC25E1E9C6,PNB,current,1775,Vadodara,Gujarat,V01,clean,0.0,2021-10-22T08:00:00
ACCEA9249EC,HDFC,savings,1542,Delhi,Delhi,D04,clean,0.0,2022-06-12T08:00:00
ACC69EB6686,ICICI,savings,1774,Ahmedabad,Gujarat,A01,clean,0.0,2021-10-23T08:00:00
ACC60F9D724,Canara,current,1861,Delhi,Delhi,D03,clean,0.0,2021-07-28T08:00:00
ACC9B003A68,Kotak,savings,1699,Surat,Gujarat,S02,clean,0.0,2022-01-06T08:00:00
ACC3873F546,Canara,current,849,Surat,Gujarat,S02,clean,0.0,2024-05-05T08:00:00
ACC04495AD5,BOB,savings,1668,Bengaluru,Karnataka,B04,clean,0.0,2022-02-06T08:00:00
ACCB4CC1B63,SBI,savings,1455,Surat,Gujarat,S01,clean,0.0,2022-09-07T08:00:00
ACC641824C1,Yes Bank,prepaid,1896,Surat,Gujarat,S02,clean,0.0,2021-06-23T08:00:00
ACCF7622379,BOB,current,1281,Hyderabad,Telangana,H01,clean,0.0,2023-02-28T08:00:00
ACC73A7D410,Canara,savings,1019,Ahmedabad,Gujarat,A02,clean,0.0,2023-11-17T08:00:00
ACCCCFD9CBB,HDFC,current,124,Bengaluru,Karnataka,B04,clean,0.0,2026-04-30T08:00:00
ACCD604FE3B,Union,savings,1472,Delhi,Delhi,D01,clean,0.0,2022-08-21T08:00:00
ACCB7054A24,Axis,prepaid,916,Delhi,Delhi,D01,clean,0.0,2024-02-28T08:00:00
ACC1A8F1D21,Union,savings,334,Delhi,Delhi,D04,clean,0.0,2025-10-02T08:00:00
ACCBC495A2B,Canara,prepaid,1065,Ahmedabad,Gujarat,A02,clean,0.0,2023-10-02T08:00:00
ACC52631E21,Canara,current,1568,Vadodara,Gujarat,V01,clean,0.0,2022-05-17T08:00:00
ACCE2A6F0BE,SBI,savings,599,Mumbai,Maharashtra,M03,clean,0.0,2025-01-10T08:00:00
ACC4D2ED9EC,Axis,savings,1703,Bengaluru,Karnataka,B04,clean,0.0,2022-01-02T08:00:00
ACCAB52F351,Yes Bank,prepaid,1670,Hyderabad,Telangana,H02,clean,0.0,2022-02-04T08:00:00
ACCFF916D9E,Kotak,savings,945,Surat,Gujarat,S02,clean,0.0,2024-01-30T08:00:00
ACCF47192FE,SBI,savings,1368,Hyderabad,Telangana,H03,clean,0.0,2022-12-03T08:00:00
ACC50113CDD,Union,savings,103,Bengaluru,Karnataka,B04,clean,0.0,2026-05-21T08:00:00
ACCCDCE8E51,PNB,savings,1297,Surat,Gujarat,S03,clean,0.0,2023-02-12T08:00:00
ACCFE59FD27,SBI,savings,774,Hyderabad,Telangana,H02,clean,0.0,2024-07-19T08:00:00
ACC4D92FA9E,Yes Bank,prepaid,1177,Hyderabad,Telangana,H02,clean,0.0,2023-06-12T08:00:00
ACC8C7F91AA,HDFC,savings,263,Delhi,Delhi,D04,clean,0.0,2025-12-12T08:00:00
ACC55DF1F0F,PNB,current,757,Ahmedabad,Gujarat,A03,clean,0.0,2024-08-05T08:00:00
ACCAF6DBFFE,ICICI,prepaid,1866,Surat,Gujarat,S01,clean,0.0,2021-07-23T08:00:00
ACC3D3785C2,BOB,savings,1550,Vadodara,Gujarat,V03,clean,0.0,2022-06-04T08:00:00
ACC9203C314,HDFC,prepaid,414,Pune,Maharashtra,P02,clean,0.0,2025-07-14T08:00:00
ACCB3DC57A9,Axis,current,1718,Mumbai,Maharashtra,M04,clean,0.0,2021-12-18T08:00:00
ACC52A65731,Yes Bank,savings,125,Surat,Gujarat,S02,clean,0.0,2026-04-29T08:00:00
ACCAD4DF66F,Yes Bank,savings,1378,Hyderabad,Telangana,H02,clean,0.0,2022-11-23T08:00:00
ACCAAD02A66,SBI,prepaid,1116,Hyderabad,Telangana,H01,clean,0.0,2023-08-12T08:00:00
ACCDB2884E8,ICICI,savings,1629,Hyderabad,Telangana,H03,clean,0.0,2022-03-17T08:00:00
ACC0D722B25,Yes Bank,current,823,Vadodara,Gujarat,V01,clean,0.0,2024-05-31T08:00:00
ACC4B4C13E7,Axis,current,1277,Bengaluru,Karnataka,B04,clean,0.0,2023-03-04T08:00:00
ACC002F9B4E,Canara,savings,632,Bengaluru,Karnataka,B03,clean,0.0,2024-12-08T08:00:00
ACC9E79745D,Union,current,1263,Vadodara,Gujarat,V02,clean,0.0,2023-03-18T08:00:00
ACCA60D880F,Axis,current,441,Delhi,Delhi,D02,clean,0.0,2025-06-17T08:00:00
ACCC43A622A,ICICI,current,1484,Delhi,Delhi,D02,clean,0.0,2022-08-09T08:00:00
ACC31A83F7E,Canara,prepaid,1181,Surat,Gujarat,S02,clean,0.0,2023-06-08T08:00:00
ACCB6F639D9,SBI,savings,1685,Pune,Maharashtra,P04,clean,0.0,2022-01-20T08:00:00
ACC6E951721,SBI,savings,327,Ahmedabad,Gujarat,A04,clean,0.0,2025-10-09T08:00:00
ACC2D34F9C1,ICICI,current,1566,Mumbai,Maharashtra,M03,clean,0.0,2022-05-19T08:00:00
ACC9DAF5600,SBI,current,1749,Pune,Maharashtra,P02,clean,0.0,2021-11-17T08:00:00
ACCC0BE3CB4,SBI,current,1138,Mumbai,Maharashtra,M07,clean,0.0,2023-07-21T08:00:00
ACC6079FD2C,Union,savings,1291,Hyderabad,Telangana,H01,clean,0.0,2023-02-18T08:00:00
ACC53EFBA56,PNB,savings,1076,Bengaluru,Karnataka,B02,clean,0.0,2023-09-21T08:00:00
ACC4C411BD2,Kotak,savings,883,Bengaluru,Karnataka,B04,clean,0.0,2024-04-01T08:00:00
ACC7FE34F15,Yes Bank,prepaid,445,Ahmedabad,Gujarat,A03,clean,0.0,2025-06-13T08:00:00
ACC299C222D,Kotak,savings,1473,Mumbai,Maharashtra,M06,clean,0.0,2022-08-20T08:00:00
ACCDEE4C766,ICICI,savings,949,Mumbai,Maharashtra,M03,clean,0.0,2024-01-26T08:00:00
ACC8EF50F72,Union,savings,1535,Vadodara,Gujarat,V01,clean,0.0,2022-06-19T08:00:00
ACC8BFFF3E4,PNB,current,907,Bengaluru,Karnataka,B01,clean,0.0,2024-03-08T08:00:00
ACC422B6200,PNB,savings,1226,Vadodara,Gujarat,V01,clean,0.0,2023-04-24T08:00:00
ACC2CC406AB,ICICI,savings,1483,Delhi,Delhi,D04,clean,0.0,2022-08-10T08:00:00
ACC0B9A0A62,SBI,current,1252,Vadodara,Gujarat,V02,clean,0.0,2023-03-29T08:00:00
ACCCDA59DCB,Kotak,savings,1156,Hyderabad,Telangana,H03,clean,0.0,2023-07-03T08:00:00
ACC8601ED46,ICICI,savings,1989,Delhi,Delhi,D02,clean,0.0,2021-03-22T08:00:00
ACC6480196A,Union,prepaid,1142,Vadodara,Gujarat,V02,clean,0.0,2023-07-17T08:00:00
ACC58D9345B,Axis,current,483,Surat,Gujarat,S02,clean,0.0,2025-05-06T08:00:00
ACC3A8C96CE,Axis,prepaid,631,Delhi,Delhi,D03,clean,0.0,2024-12-09T08:00:00
ACCF9BC3E75,Kotak,prepaid,1399,Ahmedabad,Gujarat,A01,clean,0.0,2022-11-02T08:00:00
ACCAEB91C2D,Yes Bank,savings,1286,Mumbai,Maharashtra,M06,clean,0.0,2023-02-23T08:00:00
ACC8EE5BD77,HDFC,prepaid,811,Ahmedabad,Gujarat,A03,clean,0.0,2024-06-12T08:00:00
ACC52FD3495,Union,current,80,Pune,Maharashtra,P03,clean,0.0,2026-06-13T08:00:00
ACC6ED44028,PNB,savings,119,Hyderabad,Telangana,H02,clean,0.0,2026-05-05T08:00:00
ACCFE5F36BC,HDFC,savings,1971,Delhi,Delhi,D01,clean,0.0,2021-04-09T08:00:00
ACCE0981694,Axis,prepaid,461,Ahmedabad,Gujarat,A01,clean,0.0,2025-05-28T08:00:00
ACC91759D0B,BOB,savings,1131,Surat,Gujarat,S01,clean,0.0,2023-07-28T08:00:00
ACCCA690521,Kotak,savings,970,Vadodara,Gujarat,V01,clean,0.0,2024-01-05T08:00:00
ACC172C083A,ICICI,current,141,Surat,Gujarat,S01,clean,0.0,2026-04-13T08:00:00
ACC4E7D0B99,Axis,current,1712,Surat,Gujarat,S03,clean,0.0,2021-12-24T08:00:00
ACCA59F02F2,BOB,prepaid,953,Bengaluru,Karnataka,B04,clean,0.0,2024-01-22T08:00:00
ACC80ED7394,HDFC,savings,827,Delhi,Delhi,D01,clean,0.0,2024-05-27T08:00:00
ACCDC8A0CC9,SBI,savings,1229,Surat,Gujarat,S03,clean,0.0,2023-04-21T08:00:00
ACC9AEC16BD,PNB,savings,623,Delhi,Delhi,D01,clean,0.0,2024-12-17T08:00:00
ACCCB17427E,BOB,savings,811,Pune,Maharashtra,P04,clean,0.0,2024-06-12T08:00:00
ACC7AEFD7FF,Axis,savings,1122,Hyderabad,Telangana,H01,clean,0.0,2023-08-06T08:00:00
ACCCE71912C,ICICI,current,1996,Bengaluru,Karnataka,B03,clean,0.0,2021-03-15T08:00:00
ACC1287507C,Union,savings,1163,Delhi,Delhi,D01,clean,0.0,2023-06-26T08:00:00
ACCF04A67C2,Yes Bank,prepaid,40,Surat,Gujarat,S01,clean,0.0,2026-07-23T08:00:00
ACC28AB4426,Kotak,savings,460,Surat,Gujarat,S02,clean,0.0,2025-05-29T08:00:00
ACCBC469C11,ICICI,savings,359,Bengaluru,Karnataka,B02,clean,0.0,2025-09-07T08:00:00
