complaint_id,timestamp,crime_type,amount,victim_id,victim_location_id,victim_bank,status,scenario_tag
CMPFAA30833,2026-09-18T07:28:30.215459,OTP Fraud,49730.06,VIC32CD2BA1,B02,Kotak,open,SCN94C008F4
CMP0902124F,2026-09-18T08:06:30.215459,KYC Fraud,49730.06,VICA5B2C530,B01,BOB,open,SCN94C008F4
CMPAA83315A,2026-09-18T08:28:30.215459,OTP Fraud,49730.06,VIC830F0E52,B02,Kotak,open,SCN94C008F4
CMP2C389D64,2026-09-18T09:47:30.215459,Lottery Fraud,49730.06,VICB4BD01E9,B01,BOB,open,SCN94C008F4
CMP9A6445A6,2026-09-18T04:50:24.467730,Job Scam,77627.7,VIC9EB908B9,P02,PNB,open,SCN95BA0E96
CMPC44C6C5B,2026-09-18T05:53:42.516036,UPI Fraud,124942.81,VIC333D7D4A,A03,ICICI,open,SCNC0E9F3EC
CMPE85E3E98,2026-09-18T14:17:25.714908,Loan Fraud,95353.09,VIC109C41C6,A03,SBI,open,SCNB059913A
CMPDEEF98FD,2026-09-18T09:13:22.296491,Lottery Fraud,87473.78,VIC07A5B99C,H03,ICICI,open,SCND879800F
CMPC7524296,2026-09-18T18:51:26.794559,UPI Fraud,62637.41,VIC15E5C2F7,V03,SBI,open,SCNB2F0E0C8
CMP306FEF1D,2026-09-19T03:32:44.891023,Investment Scam,28536.85,VIC486D0672,P02,Canara,open,SCN24BC08EF
CMPE0446A31,2026-09-19T03:36:44.891023,KYC Fraud,28536.85,VICC95F3357,P01,BOB,open,SCN24BC08EF
CMP940AD576,2026-09-19T05:03:44.891023,Job Scam,28536.85,VIC77481F79,P04,ICICI,open,SCN24BC08EF
CMP14BCE289,2026-09-19T05:25:44.891023,KYC Fraud,28536.85,VIC8C98F640,P04,Canara,open,SCN24BC08EF
CMP447F688E,2026-09-19T06:08:44.891023,OTP Fraud,28536.85,VIC51985579,P02,Axis,open,SCN24BC08EF
CMP882E96B8,2026-09-19T01:54:32.484962,Lottery Fraud,56061.38,VIC010C0E42,A04,Union,open,SCNE8C8E3DB
CMPCE9EFB55,2026-09-19T08:27:25.779168,UPI Fraud,27765.17,VICF62C9F40,A01,SBI,open,SCN73F580F8
CMPEBAE5539,2026-09-19T11:04:08.293518,OTP Fraud,43624.14,VICFBB22738,H01,Union,open,SCNC7F6BB66
CMP6C49EB83,2026-09-19T16:17:50.108219,Loan Fraud,49164.37,VICB35FC590,P04,BOB,open,SCNF980401E
CMP9E4BC7F3,2026-09-19T17:18:50.108219,KYC Fraud,49164.37,VICCE9190DA,P04,SBI,open,SCNF980401E
CMP57173317,2026-09-19T16:54:50.108219,Investment Scam,49164.37,VICA6FAC28D,P03,BOB,open,SCNF980401E
CMP977FCA41,2026-09-20T01:09:26.620317,KYC Fraud,46703.58,VIC879A9567,A03,Canara,open,SCNF7B5F035
CMPB5E9BE8D,2026-09-20T02:11:26.620317,Loan Fraud,46703.58,VIC0D95B9ED,A05,SBI,open,SCNF7B5F035
CMP448FB887,2026-09-20T02:04:26.620317,KYC Fraud,46703.58,VICF50B7447,A03,BOB,open,SCNF7B5F035
CMPADB0B7B8,2026-09-20T02:11:26.620317,Job Scam,46703.58,VIC498C21DA,A03,Union,open,SCNF7B5F035
CMP9B6DEF24,2026-09-19T11:53:48.441202,Loan Fraud,45229.16,VIC92D40D32,M02,Yes Bank,open,SCN96BEA6BD
CMP71EF0DCB,2026-09-19T11:35:48.441202,Lottery Fraud,45229.16,VICBB00EC27,M02,Axis,open,SCN96BEA6BD
CMP0D6CEBE9,2026-09-19T13:00:48.441202,UPI Fraud,45229.16,VICEEB1254B,M02,Axis,open,SCN96BEA6BD
CMP7156F4CC,2026-09-20T04:38:00.592307,UPI Fraud,42944.95,VIC7B8461A4,A02,PNB,open,SCNFBFE9EAF
CMP03D62E79,2026-09-20T05:14:31.907108,UPI Fraud,23808.39,VICC20E3DFA,A05,BOB,open,SCN0DBF958B
CMP66E4C284,2026-09-20T06:14:31.907108,Investment Scam,23808.39,VIC328BD7D8,A05,HDFC,open,SCN0DBF958B
CMP56E119B6,2026-09-20T06:42:31.907108,Job Scam,23808.39,VICF2445FE7,A04,PNB,open,SCN0DBF958B
CMPB8987450,2026-09-20T06:41:31.907108,OTP Fraud,23808.39,VIC8F351998,A03,BOB,open,SCN0DBF958B
CMP82D388D3,2026-09-20T08:13:31.907108,Loan Fraud,23808.39,VIC7438A41F,A02,ICICI,open,SCN0DBF958B
CMPF87104B2,2026-09-20T03:07:44.752001,OTP Fraud,15758.82,VICE00D9B50,P04,BOB,open,SCN97A8BCD9
CMP865429AD,2026-09-20T03:27:44.752001,Investment Scam,15758.82,VICA1733BA9,P03,Canara,open,SCN97A8BCD9
CMP08B8E67F,2026-09-20T03:44:44.752001,Loan Fraud,15758.82,VICD9EB392A,P01,PNB,open,SCN97A8BCD9
CMPDFFB116E,2026-09-20T07:54:23.593596,Investment Scam,21416.78,VICF45EB3DA,H01,Kotak,open,SCN7BB7DA0B
CMP90B7F03C,2026-09-20T19:07:21.769154,UPI Fraud,36328.55,VIC0EEED13F,M04,ICICI,open,SCN8C7C57C7
CMP56A4158F,2026-09-20T20:04:21.769154,Lottery Fraud,36328.55,VICC8A75C40,M01,Canara,open,SCN8C7C57C7
CMP7D2ADA49,2026-09-20T20:48:21.769154,Investment Scam,36328.55,VICB8270BA2,M04,Axis,open,SCN8C7C57C7
CMP574D62D9,2026-09-20T20:47:21.769154,Loan Fraud,36328.55,VIC399BC02B,M02,PNB,open,SCN8C7C57C7
CMPF1D1056E,2026-09-20T21:56:21.769154,Loan Fraud,36328.55,VIC2C02C85D,M05,Yes Bank,open,SCN8C7C57C7
CMP3EB13A53,2026-09-20T03:43:20.426003,Loan Fraud,108196.2,VICD537AE4D,A03,Canara,open,SCNA6C24667
CMPBF243F76,2026-09-20T13:45:38.714264,UPI Fraud,86885.87,VIC69557499,D03,Yes Bank,open,SCNDAD5C466
CMP6EA1D175,2026-09-20T10:05:13.877224,Investment Scam,58615.97,VIC8D2E3580,D03,HDFC,open,SCN0D72EFA3
CMPA8D1EE64,2026-09-20T13:40:22.108055,UPI Fraud,83819.78,VIC5338F7AE,A02,SBI,open,SCN91CD6D34
CMP06014A56,2026-09-21T01:49:02.237857,OTP Fraud,100760.24,VIC366AF692,A04,SBI,open,SCNB0AABF19
CMP27BFBCE1,2026-09-21T01:39:09.535725,KYC Fraud,32582.49,VICCB236104,P04,Axis,open,SCNB47B954B
CMP79012428,2026-09-21T10:18:02.855974,UPI Fraud,73312.6,VIC8890E773,V02,Axis,open,SCNB60149A8
CMPF2815CE9,2026-09-21T16:47:13.060701,Investment Scam,25616.65,VICF9DB50A0,A03,Canara,open,SCN55CF4A56
CMPDEED2AA5,2026-09-21T03:55:19.164155,Investment Scam,108435.12,VIC5E9343D2,A03,ICICI,open,SCN6CE08EB8
CMP3F0BDD51,2026-09-21T18:29:55.921975,KYC Fraud,42525.49,VIC180CA42A,P01,PNB,open,SCND9728521
CMPAE936100,2026-09-21T15:12:49.231827,KYC Fraud,84750.9,VICE7AF3EBA,A03,Kotak,open,SCN43F4E51B
CMP5862459B,2026-09-22T00:47:33.418128,Loan Fraud,47685.17,VICC2D1AA61,H01,Kotak,open,SCN768E461E
CMP644C6A81,2026-09-21T22:11:37.212654,Lottery Fraud,79477.72,VICC950E551,B01,Yes Bank,open,SCN38ABC373
CMP97596652,2026-09-22T12:38:18.820793,OTP Fraud,27289.7,VIC302D1727,B01,Union,open,SCN732581A5
CMPF8C11BD6,2026-09-22T12:58:18.820793,OTP Fraud,27289.7,VIC4C5FC057,B02,Union,open,SCN732581A5
CMP15C198ED,2026-09-22T12:49:18.820793,UPI Fraud,27289.7,VIC7844FEAE,B02,HDFC,open,SCN732581A5
CMP92EA28C9,2026-09-22T14:07:18.820793,Investment Scam,27289.7,VIC23A9F091,B03,Kotak,open,SCN732581A5
CMP8CBDE9B2,2026-09-22T14:36:18.820793,Lottery Fraud,27289.7,VIC43D07E48,B01,Canara,open,SCN732581A5
CMP4D084352,2026-09-22T04:15:57.645234,UPI Fraud,47952.47,VIC1DF53862,H03,HDFC,open,SCNA17790DA
CMP535C824D,2026-09-22T09:06:08.123864,Job Scam,68683.8,VIC3148E8B2,D04,HDFC,open,SCN3FFFFBA2
CMP3FE94B98,2026-09-22T19:22:15.964474,KYC Fraud,58061.62,VICE8C9AA5F,A02,HDFC,open,SCN1C6A5FC5
CMP3E4A5189,2026-09-22T23:15:40.722350,OTP Fraud,30563.32,VICBB3BEB41,H03,SBI,open,SCNA90E2233
CMP7BD83F49,2026-09-22T23:38:40.722350,UPI Fraud,30563.32,VICAC288B54,H02,Union,open,SCNA90E2233
CMP2650847A,2026-09-23T00:16:40.722350,KYC Fraud,30563.32,VIC39388FB6,H01,HDFC,open,SCNA90E2233
CMP96408AC4,2026-09-23T00:16:40.722350,KYC Fraud,30563.32,VIC1A46AE0F,H01,SBI,open,SCNA90E2233
CMPA7649EA5,2026-09-23T01:26:40.722350,KYC Fraud,30563.32,VIC88B76A74,H03,PNB,open,SCNA90E2233
CMPE176A3F6,2026-09-23T00:43:42.270655,UPI Fraud,100268.74,VICDBE308BD,A03,Axis,open,SCN5730C489
CMPD09E6E0F,2026-09-23T03:58:43.508226,Loan Fraud,29223.7,VICAA623CE0,D03,BOB,open,SCNA95C49C9
CMPCB5B57E0,2026-09-23T05:21:43.508226,KYC Fraud,29223.7,VICC1F7EEA5,D04,ICICI,open,SCNA95C49C9
CMP406B627E,2026-09-23T05:06:43.508226,KYC Fraud,29223.7,VICCA81134A,D01,Union,open,SCNA95C49C9
CMPBFCA76DF,2026-09-23T05:31:43.508226,Investment Scam,29223.7,VICD70B5E88,D04,Kotak,open,SCNA95C49C9
CMPCCBD77BD,2026-09-23T03:05:38.342884,Investment Scam,41456.93,VIC13C39C09,P02,Kotak,open,SCN6ADA81CA
CMPB3F5CFC3,2026-09-23T07:20:37.292901,Job Scam,126269.33,VICDC99CF0A,A03,Union,open,SCN80F13AB2
CMP03E756BE,2026-09-23T05:39:53.704192,Investment Scam,70967.93,VICC2B0C2B7,A01,BOB,open,SCNE67DF59B
CMP38415173,2026-09-23T11:12:11.330374,UPI Fraud,45290.65,VIC076D6FB6,A01,Yes Bank,open,SCNE5E80419
CMP1652D5D7,2026-09-23T07:44:25.892640,KYC Fraud,21048.67,VICFB0FA151,B02,Axis,open,SCNA3D258BC
CMPBA5B3C10,2026-09-23T06:49:37.914452,Job Scam,54615.45,VIC41CB78C8,A05,Kotak,open,SCN504C57AE
CMPCF8190CE,2026-09-23T16:14:38.631248,KYC Fraud,45953.4,VICA44B1E9B,D04,HDFC,open,SCN52256BD1
CMPFFCD02DC,2026-09-23T23:31:55.575877,KYC Fraud,22903.46,VIC050D72EE,M07,Axis,open,SCN5A2DA637
CMP607DD255,2026-09-24T07:34:12.018211,OTP Fraud,53550.44,VICB49FE47A,P03,ICICI,open,SCNB20A3441
CMP2D74303C,2026-09-24T11:46:54.384317,OTP Fraud,86541.01,VIC68E551CB,M01,HDFC,open,SCNA87C7C08
CMP6AB08048,2026-09-24T06:38:24.701730,Loan Fraud,20845.04,VIC3ABDF329,A03,Canara,open,SCN7CE8B5E8
CMP60FA6A8F,2026-09-24T06:47:24.701730,Job Scam,20845.04,VICC9A36DF6,A05,SBI,open,SCN7CE8B5E8
CMPC93E71B6,2026-09-24T07:48:24.701730,KYC Fraud,20845.04,VICF58CB0D7,A04,Union,open,SCN7CE8B5E8
CMPF106BBA3,2026-09-24T16:17:20.113116,KYC Fraud,74729.09,VIC6E9721F8,S02,SBI,open,SCN943CC194
CMP02853AE5,2026-09-24T11:11:37.975562,OTP Fraud,47077.84,VICBB6724DE,A04,BOB,open,SCN6990B149
CMP40DB2AF4,2026-09-24T08:42:08.068505,Lottery Fraud,65938.57,VIC886FBC97,S01,Union,open,SCN11A11415
CMPF153424E,2026-09-24T16:02:33.662265,Loan Fraud,54176.65,VIC54849BF9,S03,SBI,open,SCN07E78877
CMP73F1FB50,2026-09-24T11:50:32.260784,OTP Fraud,53470.07,VICFBC1D0DC,V02,Union,open,SCN1FE556F4
CMP96162819,2026-09-25T09:09:47.168458,KYC Fraud,29398.32,VIC28DE9DC6,H03,Kotak,open,SCN2019F8F3
CMPF85AE0BB,2026-09-25T07:54:07.303075,UPI Fraud,57143.87,VIC656E3031,V02,Kotak,open,SCN1D462A4E
CMP5AD057CA,2026-09-25T09:42:40.186358,UPI Fraud,122995.92,VIC3E23A30A,V02,ICICI,open,SCN6A3F6780
CMP01227C33,2026-09-25T16:24:50.298373,UPI Fraud,42079.18,VIC3BE35801,A05,BOB,open,SCN158BF6FE
CMP3572FCDF,2026-09-25T19:21:13.187581,Investment Scam,129816.27,VIC515AB3E1,A04,Yes Bank,open,SCN5E50D679
CMPFF8A0D83,2026-09-25T14:13:33.811051,Investment Scam,98767.89,VIC86C6A299,M02,Axis,open,SCN04BF657C
CMP1B3616DD,2026-09-25T11:22:19.901477,KYC Fraud,39070.4,VIC37C37F36,S03,Union,open,SCNA2868E49
CMP78FE287A,2026-09-25T11:26:19.901477,Investment Scam,39070.4,VICF724EEE5,S02,HDFC,open,SCNA2868E49
CMP993403DB,2026-09-25T12:10:19.901477,Loan Fraud,39070.4,VICD29C3D79,S02,Kotak,open,SCNA2868E49
CMP040BDD13,2026-09-25T12:44:19.901477,Job Scam,39070.4,VIC183BC4DC,S03,ICICI,open,SCNA2868E49
CMP9F2278C7,2026-09-25T20:27:26.653968,Job Scam,122503.19,VIC9FF5527E,A05,Kotak,open,SCN0A9D596A
CMP52FA1AB7,2026-09-26T03:45:27.076767,KYC Fraud,125020.59,VIC31386DAF,A05,Yes Bank,open,SCNECBDEFD6
CMP6D085F56,2026-09-26T03:54:57.763261,Investment Scam,72903.09,VICA9242D90,M07,Axis,open,SCNF7604614
CMPA7B6F1C0,2026-09-25T21:16:49.744538,OTP Fraud,78481.33,VIC30640F7E,V03,PNB,open,SCNA9F3B800
CMP26A2F7C7,2026-09-26T17:21:51.923512,Loan Fraud,37917.87,VICBBF5BABA,A01,Canara,open,SCN29DBD1E1
CMPB2950057,2026-09-26T22:44:32.854448,Lottery Fraud,47368.1,VICC20A7582,V01,Canara,open,SCN9F513F2B
CMPE60164C3,2026-09-26T21:27:09.363377,Job Scam,38140.1,VIC42118A54,S03,Canara,open,SCN1DBBD7B5
